plate,sample,yield,dilution,well,max v [420],kobs,s,vmax correction per [s]
12,q22s,0.431,0.1,c8,5.27e-05,1.11e-01,0.00469,2.90e-07
12,q22s,0.431,0.1,d8,1.15e-05,2.42e-02,0.00117,2.78e-07
12,q22s,0.431,0.1,e8,1.06e-17,2.22e-14,0.00029,1.57e-07
12,q22s,0.431,0.1,f8,2.10e-17,4.43e-14,0.00007,4.12e-07
12,q22s,0.431,0.1,g8,1.83e-17,3.86e-14,0.00002,3.65e-07
12,q22s,0.431,0.1,h8,-9.47e-18,-1.99e-14,0,4.26e-07
12,q22s,0.431,0.1,a9,1.72e-04,3.62e-01,0.075,4.81e-07
12,q22s,0.431,0.1,b9,7.21e-05,1.52e-01,0.01875,3.83e-07
12,q22s,0.431,0.1,c9,3.61e-05,7.59e-02,0.00469,2.90e-07
12,q22s,0.431,0.1,d9,1.15e-05,2.42e-02,0.00117,2.78e-07
12,q22s,0.431,0.1,e9,1.06e-17,2.23e-14,0.00029,1.57e-07
12,q22s,0.431,0.1,f9,-4.85e-17,-1.02e-13,0.00007,4.12e-07
12,q22s,0.431,0.1,g9,-1.71e-17,-3.61e-14,0.00002,3.65e-07
12,q22s,0.431,0.1,h9,-1.23e-17,-2.59e-14,0,4.26e-07
12,v55g,0.967,0.01,a10,6.46e-02,6.06e+02,0.075,4.81e-07
12,v55g,0.967,0.01,b10,4.81e-02,4.51e+02,0.01875,3.83e-07
12,v55g,0.967,0.01,c10,2.75e-02,2.58e+02,0.00469,2.90e-07
12,v55g,0.967,0.01,d10,1.03e-02,9.64e+01,0.00117,2.78e-07
12,v55g,0.967,0.01,e10,3.40e-03,3.19e+01,0.00029,1.57e-07
12,v55g,0.967,0.01,f10,9.44e-04,8.85e+00,0.00007,4.12e-07
12,v55g,0.967,0.01,g10,2.43e-04,2.28e+00,0.00002,3.65e-07
12,v55g,0.967,0.01,h10,1.04e-17,9.79e-14,0,4.26e-07
12,v55g,0.967,0.01,a11,6.52e-02,6.12e+02,0.075,4.81e-07
12,v55g,0.967,0.01,b11,4.82e-02,4.52e+02,0.01875,3.83e-07
12,v55g,0.967,0.01,c11,2.68e-02,2.51e+02,0.00469,2.90e-07
12,v55g,0.967,0.01,d11,1.12e-02,1.05e+02,0.00117,2.78e-07
12,v55g,0.967,0.01,e11,3.61e-03,3.38e+01,0.00029,1.57e-07
12,v55g,0.967,0.01,f11,9.81e-04,9.19e+00,0.00007,4.12e-07
12,v55g,0.967,0.01,g11,2.58e-04,2.42e+00,0.00002,3.65e-07
12,v55g,0.967,0.01,h11,1.33e-05,1.25e-01,0,4.26e-07
12,v55g,0.967,0.01,a12,7.20e-02,6.75e+02,0.075,4.81e-07
12,v55g,0.967,0.01,b12,4.95e-02,4.64e+02,0.01875,3.83e-07
12,v55g,0.967,0.01,c12,2.75e-02,2.58e+02,0.00469,2.90e-07
12,v55g,0.967,0.01,d12,1.11e-02,1.04e+02,0.00117,2.78e-07
12,v55g,0.967,0.01,e12,3.40e-03,3.19e+01,0.00029,1.57e-07
12,v55g,0.967,0.01,f12,9.45e-04,8.86e+00,0.00007,4.12e-07
12,v55g,0.967,0.01,g12,2.73e-04,2.56e+00,0.00002,3.65e-07
12,v55g,0.967,0.01,h12,1.68e-17,1.58e-13,0,4.26e-07
13,w328l,0.84,0.01,b1,7.91e-03,8.54e+01,0.01875,3.83e-07
13,w328l,0.84,0.01,c1,4.18e-03,4.51e+01,0.00469,2.90e-07
13,w328l,0.84,0.01,d1,1.79e-03,1.93e+01,0.00117,2.78e-07
13,w328l,0.84,0.01,e1,5.44e-04,5.87e+00,0.00029,1.57e-07
13,w328l,0.84,0.01,f1,2.48e-04,2.68e+00,0.00007,4.12e-07
13,w328l,0.84,0.01,g1,6.30e-05,6.80e-01,0.00002,3.65e-07
13,w328l,0.84,0.01,h1,-2.17e-18,-2.34e-14,0,4.26e-07
13,w328l,0.84,0.01,a2,9.25e-03,9.99e+01,0.075,4.81e-07
13,w328l,0.84,0.01,b2,7.99e-03,8.62e+01,0.01875,3.83e-07
13,w328l,0.84,0.01,c2,4.02e-03,4.34e+01,0.00469,2.90e-07
13,w328l,0.84,0.01,d2,3.12e-03,3.37e+01,0.00117,2.78e-07
13,w328l,0.84,0.01,e2,1.27e-03,1.37e+01,0.00029,1.57e-07
13,w328l,0.84,0.01,f2,5.90e-04,6.36e+00,0.00007,4.12e-07
13,w328l,0.84,0.01,g2,1.65e-04,1.78e+00,0.00002,3.65e-07
13,w328l,0.84,0.01,h2,-1.00e-17,-1.08e-13,0,4.26e-07
13,w328l,0.84,0.01,a3,9.14e-03,9.87e+01,0.075,4.81e-07
13,w328l,0.84,0.01,b3,8.38e-03,9.04e+01,0.01875,3.83e-07
13,w328l,0.84,0.01,c3,3.99e-03,4.31e+01,0.00469,2.90e-07
13,w328l,0.84,0.01,d3,1.90e-03,2.06e+01,0.00117,2.78e-07
13,w328l,0.84,0.01,e3,7.27e-05,7.85e-01,0.00029,1.57e-07
13,w328l,0.84,0.01,f3,1.97e-04,2.13e+00,0.00007,4.12e-07
13,w328l,0.84,0.01,g3,4.61e-05,4.97e-01,0.00002,3.65e-07
13,w328l,0.84,0.01,h3,6.59e-18,7.11e-14,0,4.26e-07
13,m261e,0.107,0.01,a4,7.28e-04,6.17e+01,0.075,4.81e-07
13,m261e,0.107,0.01,b4,4.06e-04,3.44e+01,0.01875,3.83e-07
13,m261e,0.107,0.01,c4,2.54e-04,2.15e+01,0.00469,2.90e-07
13,m261e,0.107,0.01,d4,1.34e-04,1.13e+01,0.00117,2.78e-07
13,m261e,0.107,0.01,e4,7.82e-05,6.62e+00,0.00029,1.57e-07
13,m261e,0.107,0.01,f4,4.22e-05,3.58e+00,0.00007,4.12e-07
13,m261e,0.107,0.01,g4,-4.91e-18,-4.16e-13,0.00002,3.65e-07
13,m261e,0.107,0.01,h4,3.57e-18,3.03e-13,0,4.26e-07
13,m261e,0.107,0.01,a5,6.12e-04,5.19e+01,0.075,4.81e-07
13,m261e,0.107,0.01,b5,4.72e-04,4.00e+01,0.01875,3.83e-07
13,m261e,0.107,0.01,c5,2.22e-04,1.88e+01,0.00469,2.90e-07
13,m261e,0.107,0.01,d5,1.49e-04,1.26e+01,0.00117,2.78e-07
13,m261e,0.107,0.01,e5,2.51e-04,2.12e+01,0.00029,1.57e-07
13,m261e,0.107,0.01,f5,1.31e-17,1.11e-12,0.00007,4.12e-07
13,m261e,0.107,0.01,g5,-2.57e-18,-2.17e-13,0.00002,3.65e-07
13,m261e,0.107,0.01,h5,0.00e+00,0.00e+00,0,4.26e-07
13,m261e,0.107,0.01,a6,6.77e-04,5.74e+01,0.075,4.81e-07
13,m261e,0.107,0.01,b6,3.52e-04,2.98e+01,0.01875,3.83e-07
13,m261e,0.107,0.01,c6,2.44e-04,2.06e+01,0.00469,2.90e-07
13,m261e,0.107,0.01,d6,1.26e-04,1.07e+01,0.00117,2.78e-07
13,m261e,0.107,0.01,e6,8.67e-05,7.34e+00,0.00029,1.57e-07
13,m261e,0.107,0.01,f6,2.90e-18,2.46e-13,0.00007,4.12e-07
13,m261e,0.107,0.01,g6,1.31e-17,1.11e-12,0.00002,3.65e-07
13,m261e,0.107,0.01,h6,7.79e-18,6.60e-13,0,4.26e-07
13,m361t,0.621,0.01,a7,3.03e-02,4.42e+02,0.075,4.81e-07
13,m361t,0.621,0.01,b7,2.27e-02,3.31e+02,0.01875,3.83e-07
13,m361t,0.621,0.01,c7,1.37e-02,2.00e+02,0.00469,2.90e-07
13,m361t,0.621,0.01,d7,7.86e-03,1.15e+02,0.00117,2.78e-07
13,m361t,0.621,0.01,e7,3.94e-03,5.75e+01,0.00029,1.57e-07
13,m361t,0.621,0.01,f7,8.16e-04,1.19e+01,0.00007,4.12e-07
13,m361t,0.621,0.01,g7,1.99e-04,2.91e+00,0.00002,3.65e-07
13,m361t,0.621,0.01,h7,-6.41e-18,-9.36e-14,0,4.26e-07
13,m361t,0.621,0.01,a8,2.99e-02,4.37e+02,0.075,4.81e-07
13,m361t,0.621,0.01,b8,2.26e-02,3.30e+02,0.01875,3.83e-07
13,m361t,0.621,0.01,c8,1.55e-02,2.26e+02,0.00469,2.90e-07
13,m361t,0.621,0.01,d8,6.40e-03,9.35e+01,0.00117,2.78e-07
13,m361t,0.621,0.01,e8,3.22e-03,4.69e+01,0.00029,1.57e-07
13,m361t,0.621,0.01,f8,1.06e-03,1.55e+01,0.00007,4.12e-07
13,m361t,0.621,0.01,g8,3.18e-04,4.65e+00,0.00002,3.65e-07
13,m361t,0.621,0.01,h8,-9.88e-18,-1.44e-13,0,4.26e-07
13,m361t,0.621,0.01,a9,2.66e-02,3.88e+02,0.075,4.81e-07
13,m361t,0.621,0.01,b9,2.28e-02,3.33e+02,0.01875,3.83e-07
13,m361t,0.621,0.01,c9,1.33e-02,1.93e+02,0.00469,2.90e-07
13,m361t,0.621,0.01,d9,6.54e-03,9.55e+01,0.00117,2.78e-07
13,m361t,0.621,0.01,e9,2.67e-03,3.90e+01,0.00029,1.57e-07
13,m361t,0.621,0.01,f9,9.82e-04,1.43e+01,0.00007,4.12e-07
13,m361t,0.621,0.01,g9,3.11e-04,4.54e+00,0.00002,3.65e-07
13,m361t,0.621,0.01,h9,1.15e-06,1.67e-02,0,4.26e-07
13,k344a,0.916,0.01,a10,9.88e-02,9.78e+02,0.075,4.81e-07
13,k344a,0.916,0.01,b10,8.22e-02,8.14e+02,0.01875,3.83e-07
13,k344a,0.916,0.01,c10,4.15e-02,4.11e+02,0.00469,2.90e-07
13,k344a,0.916,0.01,d10,2.16e-02,2.14e+02,0.00117,2.78e-07
13,k344a,0.916,0.01,e10,6.72e-03,6.65e+01,0.00029,1.57e-07
13,k344a,0.916,0.01,f10,2.51e-03,2.49e+01,0.00007,4.12e-07
13,k344a,0.916,0.01,g10,8.08e-04,8.00e+00,0.00002,3.65e-07
13,k344a,0.916,0.01,h10,1.37e-18,1.36e-14,0,4.26e-07
13,k344a,0.916,0.01,a11,9.78e-02,9.68e+02,0.075,4.81e-07
13,k344a,0.916,0.01,b11,8.81e-02,8.72e+02,0.01875,3.83e-07
13,k344a,0.916,0.01,c11,4.59e-02,4.54e+02,0.00469,2.90e-07
13,k344a,0.916,0.01,d11,2.24e-02,2.21e+02,0.00117,2.78e-07
13,k344a,0.916,0.01,e11,6.80e-03,6.73e+01,0.00029,1.57e-07
13,k344a,0.916,0.01,f11,2.36e-03,2.34e+01,0.00007,4.12e-07
13,k344a,0.916,0.01,g11,7.53e-04,7.46e+00,0.00002,3.65e-07
13,k344a,0.916,0.01,h11,0.00e+00,0.00e+00,0,4.26e-07
13,k344a,0.916,0.01,a12,9.66e-02,9.56e+02,0.075,4.81e-07
13,k344a,0.916,0.01,b12,8.17e-02,8.09e+02,0.01875,3.83e-07
13,k344a,0.916,0.01,c12,4.89e-02,4.84e+02,0.00469,2.90e-07
13,k344a,0.916,0.01,d12,2.07e-02,2.05e+02,0.00117,2.78e-07
13,k344a,0.916,0.01,e12,7.58e-03,7.50e+01,0.00029,1.57e-07
13,k344a,0.916,0.01,f12,2.47e-03,2.44e+01,0.00007,4.12e-07
13,k344a,0.916,0.01,g12,7.32e-04,7.25e+00,0.00002,3.65e-07
13,k344a,0.916,0.01,h12,1.84e-17,1.82e-13,0,4.26e-07
14,n407a,1.125,0.01,b1,3.72e-03,3.00e+01,0.01875,3.83e-07
14,n407a,1.125,0.01,c1,1.90e-03,1.53e+01,0.00469,2.90e-07
14,n407a,1.125,0.01,d1,7.64e-04,6.16e+00,0.00117,2.78e-07
14,n407a,1.125,0.01,e1,2.45e-04,1.98e+00,0.00029,1.57e-07
14,n407a,1.125,0.01,f1,8.79e-05,7.08e-01,0.00007,4.12e-07
14,n407a,1.125,0.01,g1,2.10e-05,1.69e-01,0.00002,3.65e-07
14,n407a,1.125,0.01,h1,-1.37e-17,-1.10e-13,0,4.26e-07
14,n407a,1.125,0.01,a2,5.48e-03,4.42e+01,0.075,4.81e-07
14,n407a,1.125,0.01,b2,3.77e-03,3.04e+01,0.01875,3.83e-07
14,n407a,1.125,0.01,c2,1.86e-03,1.50e+01,0.00469,2.90e-07
14,n407a,1.125,0.01,d2,7.41e-04,5.97e+00,0.00117,2.78e-07
14,n407a,1.125,0.01,e2,2.54e-04,2.05e+00,0.00029,1.57e-07
14,n407a,1.125,0.01,f2,8.55e-05,6.89e-01,0.00007,4.12e-07
14,n407a,1.125,0.01,g2,1.15e-05,9.26e-02,0.00002,3.65e-07
14,n407a,1.125,0.01,h2,-1.08e-17,-8.69e-14,0,4.26e-07
14,n407a,1.125,0.01,a3,5.42e-03,4.37e+01,0.075,4.81e-07
14,n407a,1.125,0.01,b3,3.67e-03,2.96e+01,0.01875,3.83e-07
14,n407a,1.125,0.01,c3,1.77e-03,1.43e+01,0.00469,2.90e-07
14,n407a,1.125,0.01,d3,8.76e-04,7.06e+00,0.00117,2.78e-07
14,n407a,1.125,0.01,e3,2.79e-04,2.25e+00,0.00029,1.57e-07
14,n407a,1.125,0.01,f3,1.08e-04,8.69e-01,0.00007,4.12e-07
14,n407a,1.125,0.01,g3,2.30e-05,1.86e-01,0.00002,3.65e-07
14,n407a,1.125,0.01,h3,1.12e-18,9.02e-15,0,4.26e-07
14,n166d,1.194,0.01,a4,1.23e-03,9.35e+00,0.075,4.81e-07
14,n166d,1.194,0.01,b4,7.52e-04,5.71e+00,0.01875,3.83e-07
14,n166d,1.194,0.01,c4,3.83e-04,2.91e+00,0.00469,2.90e-07
14,n166d,1.194,0.01,d4,1.65e-04,1.26e+00,0.00117,2.78e-07
14,n166d,1.194,0.01,e4,7.21e-05,5.48e-01,0.00029,1.57e-07
14,n166d,1.194,0.01,f4,1.11e-05,8.42e-02,0.00007,4.12e-07
14,n166d,1.194,0.01,g4,-1.60e-17,-1.21e-13,0.00002,3.65e-07
14,n166d,1.194,0.01,h4,3.76e-17,2.86e-13,0,4.26e-07
14,n166d,1.194,0.01,a5,1.27e-03,9.65e+00,0.075,4.81e-07
14,n166d,1.194,0.01,b5,7.61e-04,5.78e+00,0.01875,3.83e-07
14,n166d,1.194,0.01,c5,3.67e-04,2.79e+00,0.00469,2.90e-07
14,n166d,1.194,0.01,d5,1.59e-04,1.21e+00,0.00117,2.78e-07
14,n166d,1.194,0.01,e5,5.45e-05,4.14e-01,0.00029,1.57e-07
14,n166d,1.194,0.01,f5,1.67e-05,1.27e-01,0.00007,4.12e-07
14,n166d,1.194,0.01,g5,7.20e-18,5.47e-14,0.00002,3.65e-07
14,n166d,1.194,0.01,h5,-1.73e-17,-1.32e-13,0,4.26e-07
14,n166d,1.194,0.01,a6,1.21e-03,9.15e+00,0.075,4.81e-07
14,n166d,1.194,0.01,b6,7.56e-04,5.74e+00,0.01875,3.83e-07
14,n166d,1.194,0.01,c6,3.63e-04,2.76e+00,0.00469,2.90e-07
14,n166d,1.194,0.01,d6,1.53e-04,1.16e+00,0.00117,2.78e-07
14,n166d,1.194,0.01,e6,5.64e-05,4.28e-01,0.00029,1.57e-07
14,n166d,1.194,0.01,f6,1.26e-05,9.57e-02,0.00007,4.12e-07
14,n166d,1.194,0.01,g6,1.30e-17,9.88e-14,0.00002,3.65e-07
14,n166d,1.194,0.01,h6,-5.75e-18,-4.37e-14,0,4.26e-07
14,s19a,0.828,0.01,a7,1.21e-02,1.33e+02,0.075,4.81e-07
14,s19a,0.828,0.01,b7,7.93e-03,8.69e+01,0.01875,3.83e-07
14,s19a,0.828,0.01,c7,3.60e-03,3.94e+01,0.00469,2.90e-07
14,s19a,0.828,0.01,d7,1.25e-03,1.37e+01,0.00117,2.78e-07
14,s19a,0.828,0.01,e7,3.85e-04,4.22e+00,0.00029,1.57e-07
14,s19a,0.828,0.01,f7,1.12e-04,1.22e+00,0.00007,4.12e-07
14,s19a,0.828,0.01,g7,2.44e-05,2.68e-01,0.00002,3.65e-07
14,s19a,0.828,0.01,h7,1.59e-17,1.74e-13,0,4.26e-07
14,s19a,0.828,0.01,a8,1.18e-02,1.30e+02,0.075,4.81e-07
14,s19a,0.828,0.01,b8,7.81e-03,8.55e+01,0.01875,3.83e-07
14,s19a,0.828,0.01,c8,3.56e-03,3.89e+01,0.00469,2.90e-07
14,s19a,0.828,0.01,d8,1.09e-03,1.19e+01,0.00117,2.78e-07
14,s19a,0.828,0.01,e8,3.28e-04,3.60e+00,0.00029,1.57e-07
14,s19a,0.828,0.01,f8,1.22e-04,1.34e+00,0.00007,4.12e-07
14,s19a,0.828,0.01,g8,2.62e-05,2.87e-01,0.00002,3.65e-07
14,s19a,0.828,0.01,h8,-4.07e-18,-4.46e-14,0,4.26e-07
14,s19a,0.828,0.01,a9,1.16e-02,1.27e+02,0.075,4.81e-07
14,s19a,0.828,0.01,b9,8.28e-03,9.07e+01,0.01875,3.83e-07
14,s19a,0.828,0.01,c9,3.47e-03,3.80e+01,0.00469,2.90e-07
14,s19a,0.828,0.01,d9,1.10e-03,1.21e+01,0.00117,2.78e-07
14,s19a,0.828,0.01,e9,3.16e-04,3.46e+00,0.00029,1.57e-07
14,s19a,0.828,0.01,f9,1.12e-04,1.23e+00,0.00007,4.12e-07
14,s19a,0.828,0.01,g9,4.51e-05,4.94e-01,0.00002,3.65e-07
14,s19a,0.828,0.01,h9,-6.09e-18,-6.67e-14,0,4.26e-07
14,wt 7,0.912,0.01,a10,6.79e-02,6.75e+02,0.075,4.81e-07
14,wt 7,0.912,0.01,b10,4.96e-02,4.93e+02,0.01875,3.83e-07
14,wt 7,0.912,0.01,c10,2.89e-02,2.87e+02,0.00469,2.90e-07
14,wt 7,0.912,0.01,d10,1.08e-02,1.07e+02,0.00117,2.78e-07
14,wt 7,0.912,0.01,e10,3.56e-03,3.54e+01,0.00029,1.57e-07
14,wt 7,0.912,0.01,f10,1.00e-03,9.99e+00,0.00007,4.12e-07
14,wt 7,0.912,0.01,g10,2.81e-04,2.80e+00,0.00002,3.65e-07
14,wt 7,0.912,0.01,h10,8.61e-05,8.56e-01,0,4.26e-07
14,wt 7,0.912,0.01,a11,6.76e-02,6.72e+02,0.075,4.81e-07
14,wt 7,0.912,0.01,b11,5.41e-02,5.38e+02,0.01875,3.83e-07
14,wt 7,0.912,0.01,c11,3.40e-02,3.38e+02,0.00469,2.90e-07
14,wt 7,0.912,0.01,d11,1.62e-02,1.61e+02,0.00117,2.78e-07
14,wt 7,0.912,0.01,e11,5.68e-03,5.65e+01,0.00029,1.57e-07
14,wt 7,0.912,0.01,f11,1.59e-03,1.58e+01,0.00007,4.12e-07
14,wt 7,0.912,0.01,g11,4.60e-04,4.57e+00,0.00002,3.65e-07
14,wt 7,0.912,0.01,h11,1.30e-04,1.30e+00,0,4.26e-07
14,wt 7,0.912,0.01,a12,7.28e-02,7.23e+02,0.075,4.81e-07
14,wt 7,0.912,0.01,b12,5.10e-02,5.07e+02,0.01875,3.83e-07
14,wt 7,0.912,0.01,c12,3.01e-02,2.99e+02,0.00469,2.90e-07
14,wt 7,0.912,0.01,d12,1.30e-02,1.29e+02,0.00117,2.78e-07
14,wt 7,0.912,0.01,e12,4.37e-03,4.34e+01,0.00029,1.57e-07
14,wt 7,0.912,0.01,f12,1.31e-03,1.30e+01,0.00007,4.12e-07
14,wt 7,0.912,0.01,g12,3.99e-04,3.97e+00,0.00002,3.65e-07
14,wt 7,0.912,0.01,h12,1.14e-04,1.13e+00,0,4.26e-07
15,y169p,0.176,0.1,b1,5.19e-03,2.67e+01,0.01875,3.83e-07
15,y169p,0.176,0.1,c1,3.30e-03,1.70e+01,0.00469,2.90e-07
15,y169p,0.176,0.1,d1,1.08e-03,5.54e+00,0.00117,2.78e-07
15,y169p,0.176,0.1,e1,3.25e-04,1.68e+00,0.00029,1.57e-07
15,y169p,0.176,0.1,f1,8.97e-05,4.62e-01,0.00007,4.12e-07
15,y169p,0.176,0.1,g1,2.94e-17,1.51e-13,0.00002,3.65e-07
15,y169p,0.176,0.1,h1,-2.33e-17,-1.20e-13,0,4.26e-07
15,y169p,0.176,0.1,a2,4.14e-03,2.13e+01,0.075,4.81e-07
15,y169p,0.176,0.1,b2,5.01e-03,2.58e+01,0.01875,3.83e-07
15,y169p,0.176,0.1,c2,3.58e-03,1.84e+01,0.00469,2.90e-07
15,y169p,0.176,0.1,d2,1.43e-03,7.36e+00,0.00117,2.78e-07
15,y169p,0.176,0.1,e2,3.90e-04,2.01e+00,0.00029,1.57e-07
15,y169p,0.176,0.1,f2,8.91e-05,4.59e-01,0.00007,4.12e-07
15,y169p,0.176,0.1,g2,0.00e+00,0.00e+00,0.00002,3.65e-07
15,y169p,0.176,0.1,h2,-2.94e-18,-1.52e-14,0,4.26e-07
15,y169p,0.176,0.1,a3,4.15e-03,2.14e+01,0.075,4.81e-07
15,y169p,0.176,0.1,b3,5.26e-03,2.71e+01,0.01875,3.83e-07
15,y169p,0.176,0.1,c3,3.79e-03,1.95e+01,0.00469,2.90e-07
15,y169p,0.176,0.1,d3,1.42e-03,7.34e+00,0.00117,2.78e-07
15,y169p,0.176,0.1,e3,3.36e-04,1.73e+00,0.00029,1.57e-07
15,y169p,0.176,0.1,f3,9.70e-05,5.00e-01,0.00007,4.12e-07
15,y169p,0.176,0.1,g3,1.71e-17,8.79e-14,0.00002,3.65e-07
15,y169p,0.176,0.1,h3,-1.30e-17,-6.72e-14,0,4.26e-07
15,i247n,0.207,0.01,a4,5.80e-03,2.54e+02,0.075,4.81e-07
15,i247n,0.207,0.01,b4,5.69e-03,2.49e+02,0.01875,3.83e-07
15,i247n,0.207,0.01,c4,3.90e-03,1.71e+02,0.00469,2.90e-07
15,i247n,0.207,0.01,d4,2.18e-03,9.55e+01,0.00117,2.78e-07
15,i247n,0.207,0.01,e4,8.07e-04,3.53e+01,0.00029,1.57e-07
15,i247n,0.207,0.01,f4,2.66e-04,1.17e+01,0.00007,4.12e-07
15,i247n,0.207,0.01,g4,1.00e-04,4.38e+00,0.00002,3.65e-07
15,i247n,0.207,0.01,h4,-6.73e-18,-2.95e-13,0,4.26e-07
15,i247n,0.207,0.01,a5,6.06e-03,2.65e+02,0.075,4.81e-07
15,i247n,0.207,0.01,b5,5.73e-03,2.51e+02,0.01875,3.83e-07
15,i247n,0.207,0.01,c5,3.80e-03,1.67e+02,0.00469,2.90e-07
15,i247n,0.207,0.01,d5,2.28e-03,9.99e+01,0.00117,2.78e-07
15,i247n,0.207,0.01,e5,8.21e-04,3.60e+01,0.00029,1.57e-07
15,i247n,0.207,0.01,f5,2.54e-04,1.11e+01,0.00007,4.12e-07
15,i247n,0.207,0.01,g5,9.21e-05,4.03e+00,0.00002,3.65e-07
15,i247n,0.207,0.01,h5,2.23e-17,9.75e-13,0,4.26e-07
15,i247n,0.207,0.01,a6,6.06e-03,2.65e+02,0.075,4.81e-07
15,i247n,0.207,0.01,b6,5.76e-03,2.52e+02,0.01875,3.83e-07
15,i247n,0.207,0.01,c6,4.50e-03,1.97e+02,0.00469,2.90e-07
15,i247n,0.207,0.01,d6,2.20e-03,9.61e+01,0.00117,2.78e-07
15,i247n,0.207,0.01,e6,9.52e-04,4.17e+01,0.00029,1.57e-07
15,i247n,0.207,0.01,f6,3.82e-04,1.67e+01,0.00007,4.12e-07
15,i247n,0.207,0.01,g6,1.05e-04,4.62e+00,0.00002,3.65e-07
15,i247n,0.207,0.01,h6,-3.36e-18,-1.47e-13,0,4.26e-07
15,t178r,0.86,0.01,a7,7.18e-02,7.57e+02,0.075,4.81e-07
15,t178r,0.86,0.01,b7,6.39e-02,6.74e+02,0.01875,3.83e-07
15,t178r,0.86,0.01,c7,4.14e-02,4.36e+02,0.00469,2.90e-07
15,t178r,0.86,0.01,d7,1.55e-02,1.64e+02,0.00117,2.78e-07
15,t178r,0.86,0.01,e7,5.40e-03,5.69e+01,0.00029,1.57e-07
15,t178r,0.86,0.01,f7,1.51e-03,1.60e+01,0.00007,4.12e-07
15,t178r,0.86,0.01,g7,4.04e-04,4.26e+00,0.00002,3.65e-07
15,t178r,0.86,0.01,h7,-6.38e-18,-6.73e-14,0,4.26e-07
15,t178r,0.86,0.01,a8,7.35e-02,7.74e+02,0.075,4.81e-07
15,t178r,0.86,0.01,b8,6.36e-02,6.70e+02,0.01875,3.83e-07
15,t178r,0.86,0.01,c8,4.36e-02,4.60e+02,0.00469,2.90e-07
15,t178r,0.86,0.01,d8,1.99e-02,2.10e+02,0.00117,2.78e-07
15,t178r,0.86,0.01,e8,6.36e-03,6.70e+01,0.00029,1.57e-07
15,t178r,0.86,0.01,f8,1.57e-03,1.66e+01,0.00007,4.12e-07
15,t178r,0.86,0.01,g8,4.22e-04,4.45e+00,0.00002,3.65e-07
15,t178r,0.86,0.01,h8,1.78e-17,1.88e-13,0,4.26e-07
15,t178r,0.86,0.01,a9,7.47e-02,7.87e+02,0.075,4.81e-07
15,t178r,0.86,0.01,b9,6.06e-02,6.39e+02,0.01875,3.83e-07
15,t178r,0.86,0.01,c9,4.46e-02,4.71e+02,0.00469,2.90e-07
15,t178r,0.86,0.01,d9,2.09e-02,2.20e+02,0.00117,2.78e-07
15,t178r,0.86,0.01,e9,7.16e-03,7.54e+01,0.00029,1.57e-07
15,t178r,0.86,0.01,f9,1.89e-03,2.00e+01,0.00007,4.12e-07
15,t178r,0.86,0.01,g9,4.69e-04,4.95e+00,0.00002,3.65e-07
15,t178r,0.86,0.01,h9,3.72e-18,3.92e-14,0,4.26e-07
15,l174r,1.065,0.01,a10,4.15e-02,3.53e+02,0.075,4.81e-07
15,l174r,1.065,0.01,b10,4.14e-02,3.52e+02,0.01875,3.83e-07
15,l174r,1.065,0.01,c10,2.81e-02,2.39e+02,0.00469,2.90e-07
15,l174r,1.065,0.01,d10,1.00e-02,8.52e+01,0.00117,2.78e-07
15,l174r,1.065,0.01,e10,3.57e-03,3.04e+01,0.00029,1.57e-07
15,l174r,1.065,0.01,f10,1.02e-03,8.72e+00,0.00007,4.12e-07
15,l174r,1.065,0.01,g10,2.64e-04,2.24e+00,0.00002,3.65e-07
15,l174r,1.065,0.01,h10,6.41e-18,5.46e-14,0,4.26e-07
15,l174r,1.065,0.01,a11,4.32e-02,3.68e+02,0.075,4.81e-07
15,l174r,1.065,0.01,b11,4.26e-02,3.62e+02,0.01875,3.83e-07
15,l174r,1.065,0.01,c11,2.80e-02,2.39e+02,0.00469,2.90e-07
15,l174r,1.065,0.01,d11,1.04e-02,8.86e+01,0.00117,2.78e-07
15,l174r,1.065,0.01,e11,3.37e-03,2.87e+01,0.00029,1.57e-07
15,l174r,1.065,0.01,f11,9.30e-04,7.91e+00,0.00007,4.12e-07
15,l174r,1.065,0.01,g11,3.64e-04,3.10e+00,0.00002,3.65e-07
15,l174r,1.065,0.01,h11,1.72e-17,1.47e-13,0,4.26e-07
15,l174r,1.065,0.01,a12,4.79e-02,4.08e+02,0.075,4.81e-07
15,l174r,1.065,0.01,b12,4.06e-02,3.46e+02,0.01875,3.83e-07
15,l174r,1.065,0.01,c12,2.85e-02,2.43e+02,0.00469,2.90e-07
15,l174r,1.065,0.01,d12,1.23e-02,1.05e+02,0.00117,2.78e-07
15,l174r,1.065,0.01,e12,3.70e-03,3.15e+01,0.00029,1.57e-07
15,l174r,1.065,0.01,f12,1.03e-03,8.78e+00,0.00007,4.12e-07
15,l174r,1.065,0.01,g12,2.78e-04,2.36e+00,0.00002,3.65e-07
15,l174r,1.065,0.01,h12,1.47e-17,1.25e-13,0,4.26e-07
16,a195s,1.168,0.01,b1,9.65e-02,7.49e+02,0.01875,3.83e-07
16,a195s,1.168,0.01,c1,5.78e-02,4.49e+02,0.00469,2.90e-07
16,a195s,1.168,0.01,d1,2.65e-02,2.06e+02,0.00117,2.78e-07
